Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
NOC3L		1	1	0.2%	No
FBRS		1	1	0.2%	No
RNF25		1	1	0.2%	No
AZI2		1	1	0.2%	No
SIL1		1	1	0.2%	No
MMP25		2	1	0.2%	No
GMCL1		1	1	0.2%	No
RGS18		2	1	0.2%	No
MTMR14		1	1	0.2%	No
SUSD1		2	1	0.2%	No
POLR1E		1	1	0.2%	No
CIAO3		1	1	0.2%	No
PCNX4		3	1	0.2%	No
CPEB1		2	1	0.2%	No
TEKT3		1	1	0.2%	No
ALDH8A1		1	1	0.2%	No
CLEC7A		1	1	0.2%	No
GPR135		1	1	0.2%	No
MOSPD3		1	1	0.2%	No
EBF2		1	1	0.2%	No
MFSD14A		1	1	0.2%	No
SPANXC		1	1	0.2%	No
SMAP2		1	1	0.2%	No
ACBD3		1	1	0.2%	No
C16ORF58		1	1	0.2%	No
MARC1		1	1	0.2%	No
TNS3		2	1	0.2%	No
FAM160B2		2	1	0.2%	No
ZNF574		2	1	0.2%	No
CREB3L2		1	1	0.2%	Yes
IPPK		1	1	0.2%	No
PCED1A		1	1	0.2%	No
FNDC3B		2	1	0.2%	No
MTHFSD		1	1	0.2%	No
CRTC3		1	1	0.2%	Yes
GINS3		1	1	0.2%	No
CEP85		1	1	0.2%	No
RMND5A		2	1	0.2%	No
EFCAB6		3	1	0.2%	No
NMNAT1		1	1	0.2%	No
KLC2		1	1	0.2%	No
FBXL17		1	1	0.2%	No
MARCH7		2	1	0.2%	No
SPATA20		3	1	0.2%	No
YTHDC2		1	1	0.2%	No
SLC13A3		1	1	0.2%	No
TUT1		1	1	0.2%	No
VWA1		1	1	0.2%	No
ARMCX5		1	1	0.2%	No
PAPOLG		1	1	0.2%	No
C12ORF43		1	1	0.2%	No
RASAL3		1	1	0.2%	No
MRPL14		3	1	0.2%	No
NT5DC2		1	1	0.2%	No
CENPH		1	1	0.2%	No
MRPL40		1	1	0.2%	No
MRPL36		1	1	0.2%	No
MRPL1		1	1	0.2%	No
PINK1		1	1	0.2%	No
REEP1		1	1	0.2%	No
GPBP1		1	1	0.2%	No
ACD		2	1	0.2%	No
RAPH1		1	1	0.2%	No
RTN4R		1	1	0.2%	No
VPS33A		2	1	0.2%	No
JMJD4		1	1	0.2%	No
UPF3B		1	1	0.2%	No
RSRC2		1	1	0.2%	No
SOWAHC		1	1	0.2%	No
NADK		1	1	0.2%	Yes
SPATS2		1	1	0.2%	No
ZSWIM4		1	1	0.2%	No
ZNF649		2	1	0.2%	No
MPPE1		1	1	0.2%	No
UBE2Z		1	1	0.2%	No
WNK4		1	1	0.2%	No
STK33		1	1	0.2%	No
PHACTR4		2	1	0.2%	No
ZBTB10		1	1	0.2%	No
TMEM108		1	1	0.2%	No
MTMR9		1	1	0.2%	No
CRELD1		1	1	0.2%	No
COLEC11		1	1	0.2%	No
OTUB2		1	1	0.2%	No
PCYOX1L		1	1	0.2%	No
YIPF2		1	1	0.2%	No
PRR14		3	1	0.2%	No
GDAP1L1		1	1	0.2%	No
LRFN4		3	1	0.2%	No
GID4		1	1	0.2%	Yes
C7ORF25		1	1	0.2%	No
TMEM106C		1	1	0.2%	No
NUP37		1	1	0.2%	No
FNDC11		2	1	0.2%	No
PDCL3		2	1	0.2%	No
KXD1		1	1	0.2%	No
DDX54		2	1	0.2%	No
TMEM38A		1	1	0.2%	No
ATG9A		1	1	0.2%	No
METTL16		1	1	0.2%	No
ELOVL6		1	1	0.2%	No
FASTKD3		1	1	0.2%	No
TMUB2		1	1	0.2%	No
TRAPPC6A		1	1	0.2%	No
METTL22		1	1	0.2%	No
CHAC1		1	1	0.2%	No
C11ORF49		1	1	0.2%	No
TRIM48		1	1	0.2%	No
TAF1D		1	1	0.2%	No
RNF26		1	1	0.2%	No
DHX58		1	1	0.2%	No
RETREG2		1	1	0.2%	No
GDPD3		1	1	0.2%	No
DHRS11		1	1	0.2%	No
TNIP2		1	1	0.2%	No
NOL12		1	1	0.2%	No
RBM42		1	1	0.2%	No
CENPO		1	1	0.2%	No
C19ORF57		1	1	0.2%	No
ZNF576		1	1	0.2%	No
THTPA		2	1	0.2%	No
TTPAL		1	1	0.2%	No
IRX6		1	1	0.2%	No
THOC6		2	1	0.2%	No
ZNF557		1	1	0.2%	No
DCAF10		2	1	0.2%	No
OR13A1		1	1	0.2%	No
OR4K5		1	1	0.2%	No
OR51G1		1	1	0.2%	No
OR51B4		1	1	0.2%	No
OR51B2		1	1	0.2%	No
CPLANE2		1	1	0.2%	No
FCRL2		1	1	0.2%	No
ZBED2		1	1	0.2%	No
OR52N1		1	1	0.2%	No
GCC1		1	1	0.2%	No
EPS8L3		1	1	0.2%	No
SLC52A2		1	1	0.2%	No
SPAG16		1	1	0.2%	No
TMEM231		1	1	0.2%	No
CORO7		1	1	0.2%	No
RNF219		2	1	0.2%	No
ADIPOR2		3	1	0.2%	No
CERS4		1	1	0.2%	No
PGBD5		1	1	0.2%	Yes
ACSS3		1	1	0.2%	No
RNASEH2B		1	1	0.2%	No
ARMT1		2	1	0.2%	No
NDNF		1	1	0.2%	No
OGFRL1		1	1	0.2%	No
EFL1		1	1	0.2%	No
FAM184A		1	1	0.2%	No
CCDC121		1	1	0.2%	No
TMEM53		1	1	0.2%	No
CHMP6		1	1	0.2%	No
SRD5A3		1	1	0.2%	No
HECTD3		1	1	0.2%	No
BEND5		1	1	0.2%	No
RPAP3		1	1	0.2%	No
ICE2		1	1	0.2%	No
DHX40		2	1	0.2%	No
PARP8		1	1	0.2%	No
TUT7		1	1	0.2%	No
ZNF329		1	1	0.2%	No
VTCN1		1	1	0.2%	Yes
MSANTD2		1	1	0.2%	No
STEAP4		1	1	0.2%	No
YRDC		1	1	0.2%	No
ZYG11B		1	1	0.2%	No
COLGALT1		1	1	0.2%	No
GTDC1		1	1	0.2%	No
NPEPL1		1	1	0.2%	No
AAGAB		1	1	0.2%	No
ANKRD55		1	1	0.2%	No
THAP9		3	1	0.2%	No
LIN28A		1	1	0.2%	No
PALB2		2	1	0.2%	Yes
SH3D21		1	1	0.2%	No
NARS2		1	1	0.2%	No
E2F8		3	1	0.2%	No
TEFM		1	1	0.2%	No
ZBBX		1	1	0.2%	No
CCDC7		1	1	0.2%	No
ECHDC3		1	1	0.2%	No
LMAN1L		1	1	0.2%	No
ZNF385D		1	1	0.2%	No
SLC25A22		1	1	0.2%	No
SNIP1		1	1	0.2%	No
ZNF750		1	1	0.2%	No
ELMO3		1	1	0.2%	No
TXNDC15		1	1	0.2%	No
MCTP1		1	1	0.2%	No
RERGL		1	1	0.2%	No
KLHL36		1	1	0.2%	No
FBXO31		2	1	0.2%	Yes
ZNF408		1	1	0.2%	No
ARMC5		1	1	0.2%	No
CARF		1	1	0.2%	No
GSTCD		2	1	0.2%	No
PTCD2		1	1	0.2%	No
MMRN2		1	1	0.2%	No
NIPAL2		1	1	0.2%	No
TLE6		1	1	0.2%	No
ARHGAP28		1	1	0.2%	No
CAMKMT		1	1	0.2%	No
CLMP		2	1	0.2%	No
GEMIN6		1	1	0.2%	No
CCDC102B		1	1	0.2%	No
NHEJ1		1	1	0.2%	No
ZBTB3		1	1	0.2%	No
FAM124B		1	1	0.2%	No
RNF122		1	1	0.2%	No
MFSD13A		1	1	0.2%	No
TLCD3A		1	1	0.2%	No
TM4SF20		1	1	0.2%	No
ZNF669		1	1	0.2%	No
TCTN2		2	1	0.2%	No
CPSF7		1	1	0.2%	No
RPAP2		1	1	0.2%	No
CCDC134		1	1	0.2%	No
HDAC11		1	1	0.2%	No
PLBD1		2	1	0.2%	No
LPCAT1		1	1	0.2%	No
GGNBP2		1	1	0.2%	No
ZNF672		1	1	0.2%	No
THNSL1		1	1	0.2%	No
RPP21		1	1	0.2%	No
CYBRD1		3	1	0.2%	No
NUP85		1	1	0.2%	No
TMC7		2	1	0.2%	No
MORN1		2	1	0.2%	No
PYROXD1		1	1	0.2%	No
MAB21L4		1	1	0.2%	No
MRM1		1	1	0.2%	No
DOK3		1	1	0.2%	No
TNIP3		1	1	0.2%	No
COQ8B		1	1	0.2%	No
ZNF696		1	1	0.2%	No
L2HGDH		1	1	0.2%	No
DHDDS		1	1	0.2%	No
PLPPR3		1	1	0.2%	No
NOL10		1	1	0.2%	No
PAQR6		1	1	0.2%	No
JADE1		1	1	0.2%	No
WDR76		1	1	0.2%	No
DNAJB14		1	1	0.2%	No
STN1		1	1	0.2%	No
ESRP2		1	1	0.2%	No
TRAPPC13		1	1	0.2%	No
WWC2		1	1	0.2%	No
DGLUCY		2	1	0.2%	No
UBTD1		1	1	0.2%	No
TMEM62		1	1	0.2%	No
ZNF556		1	1	0.2%	No
CSRNP3		3	1	0.2%	No
GPR157		1	1	0.2%	No
LRRTM4		1	1	0.2%	No
BAIAP2L2		1	1	0.2%	No
PIF1		2	1	0.2%	No
TRIM46		1	1	0.2%	No
CCDC170		1	1	0.2%	No
MROH9		1	1	0.2%	No
RPF1		1	1	0.2%	No
ZNF703		1	1	0.2%	Yes
PTGES2		1	1	0.2%	No
THOC7		1	1	0.2%	No
ZC3H12A		1	1	0.2%	No
CEP290		4	1	0.2%	No
TTI2		1	1	0.2%	No
TMEM134		1	1	0.2%	No
MUS81		1	1	0.2%	No
PROSER1		1	1	0.2%	No
TM2D3		1	1	0.2%	No
ALPK1		1	1	0.2%	No
COQ10B		1	1	0.2%	No
TARS2		1	1	0.2%	No
PIGZ		1	1	0.2%	No
ELL3		1	1	0.2%	No
C16ORF70		1	1	0.2%	No
TRIM45		1	1	0.2%	No
HSD3B7		1	1	0.2%	No
ITPKC		1	1	0.2%	No
MTERF2		1	1	0.2%	No
PLEKHO2		1	1	0.2%	No
WDCP		1	1	0.2%	Yes
TRABD		1	1	0.2%	No
SPHKAP		2	1	0.2%	No
KLHL15		1	1	0.2%	No
LRRC27		1	1	0.2%	No
CXXC4		1	1	0.2%	No
PUS1		1	1	0.2%	No
ULBP1		1	1	0.2%	No
ADAM33		4	1	0.2%	No
KCNIP4		1	1	0.2%	No
PABPC1L		1	1	0.2%	No
PNPLA3		1	1	0.2%	No
TRAF3IP3		2	1	0.2%	No
ZSCAN16		1	1	0.2%	No
COASY		1	1	0.2%	No
LPAL2		1	1	0.2%	No
PDCD1LG2		1	1	0.2%	Yes
CD276		1	1	0.2%	Yes
UBXN6		1	1	0.2%	No
SLC19A3		1	1	0.2%	No
SLC35G2		2	1	0.2%	No
ACAD10		1	1	0.2%	No
SRCIN1		1	1	0.2%	No
ARHGAP39		1	1	0.2%	No
VWA7		4	1	0.2%	No
LY6G6C		1	1	0.2%	No
LY6G5C		1	1	0.2%	No
THUMPD2		1	1	0.2%	No
TSEN2		1	1	0.2%	No
KHDC1		2	1	0.2%	No
ITIH5		2	1	0.2%	No
SPX		1	1	0.2%	No
ZNF34		1	1	0.2%	No
DUSP16		1	1	0.2%	No
ZFP91		2	1	0.2%	No
APOL4		1	1	0.2%	No
SH3BP5L		1	1	0.2%	No
GRIP2		1	1	0.2%	No
SETD7		2	1	0.2%	Yes
LNPK		1	1	0.2%	No
EGFL8		1	1	0.2%	No
ILKAP		1	1	0.2%	No
NPL		1	1	0.2%	No
WNT5B		1	1	0.2%	No
COLEC12		1	1	0.2%	No
OR5AC2		1	1	0.2%	No
OR2C3		1	1	0.2%	No
POLR2M		1	1	0.2%	No
GPR63		1	1	0.2%	No
RSPH6A		1	1	0.2%	No
DCSTAMP		1	1	0.2%	No
HM13		2	1	0.2%	No
ITFG1		1	1	0.2%	No
SGPP1		1	1	0.2%	No
TMX1		1	1	0.2%	No
STMN4		1	1	0.2%	No
RCC1L		1	1	0.2%	No
FAM117A		1	1	0.2%	No
LMAN2L		1	1	0.2%	No
NDEL1		1	1	0.2%	No
TXNDC5		1	1	0.2%	No
ACTL8		1	1	0.2%	No
ANKRD13C		2	1	0.2%	No
CCDC130		2	1	0.2%	No
TRIM8		1	1	0.2%	No
LBH		1	1	0.2%	No
NECTIN4		1	1	0.2%	No
FAM83D		1	1	0.2%	No
NIPA2		1	1	0.2%	No
TMEM163		1	1	0.2%	No
CDT1		1	1	0.2%	No
DEFB126		1	1	0.2%	No
TRMT1L		1	1	0.2%	No
TSC22D4		1	1	0.2%	No
CCNL2		3	1	0.2%	No
VMP1		1	1	0.2%	No
OR5V1		1	1	0.2%	No
OR2B2		1	1	0.2%	No
SPACA1		1	1	0.2%	No
VANGL1		1	1	0.2%	No
TRIM56		1	1	0.2%	No
RNF146		2	1	0.2%	No
ZNF611		1	1	0.2%	No
SHARPIN		1	1	0.2%	No
KRTAP9-9		1	1	0.2%	No
KRTAP4-6		1	1	0.2%	No
LAS1L		1	1	0.2%	No
HYI		1	1	0.2%	No
SLC25A28		1	1	0.2%	No
CABLES2		1	1	0.2%	No
SEH1L		2	1	0.2%	No
KIF18A		1	1	0.2%	No
ZNF93		1	1	0.2%	No
PCDH11Y		1	1	0.2%	No
ELOVL3		1	1	0.2%	No
ADPGK		1	1	0.2%	No
GSG1		1	1	0.2%	No
PUS7L		2	1	0.2%	No
PMFBP1		2	1	0.2%	No
DRC3		1	1	0.2%	No
CDCA3		1	1	0.2%	No
PUS3		1	1	0.2%	No
NUF2		2	1	0.2%	Yes
DNAL1		2	1	0.2%	No
TAAR8		1	1	0.2%	No
MFRP		3	1	0.2%	No
SOX7		1	1	0.2%	No
RTP3		1	1	0.2%	No
TMEM47		1	1	0.2%	No
TEX101		1	1	0.2%	No
FAM107B		1	1	0.2%	No
SELENOO		1	1	0.2%	No
CCDC3		1	1	0.2%	No
SLC35G5		1	1	0.2%	No
DYNLRB1		1	1	0.2%	No
TEKT1		1	1	0.2%	No
MS4A8		1	1	0.2%	No
PARP9		1	1	0.2%	No
SESN2		1	1	0.2%	Yes
CD99L2		2	1	0.2%	No
HSDL1		1	1	0.2%	No
TRAPPC9		2	1	0.2%	No
SLC4A9		1	1	0.2%	No
JAM3		1	1	0.2%	No
ESPN		1	1	0.2%	No
CRISPLD2		1	1	0.2%	No
YPEL3		1	1	0.2%	No
TLCD3B		1	1	0.2%	No
INHBE		1	1	0.2%	No
RIOK1		2	1	0.2%	No
SLC25A18		1	1	0.2%	No
LONP2		1	1	0.2%	No
TAS1R3		1	1	0.2%	No
KCNK16		2	1	0.2%	No
SYT15		2	1	0.2%	No
SETDB2		1	1	0.2%	Yes
ROPN1L		1	1	0.2%	No
ANGPTL6		1	1	0.2%	No
GPR61		2	1	0.2%	No
MRO		1	1	0.2%	No
SLC25A2		1	1	0.2%	No
TTLL2		1	1	0.2%	No
FGFBP2		1	1	0.2%	No
SPATA9		1	1	0.2%	No
KRTAP1-5		1	1	0.2%	No
KRTAP17-1		1	1	0.2%	No
HASPIN		1	1	0.2%	No
STK40		1	1	0.2%	Yes
SPRTN		1	1	0.2%	Yes
TM2D1		1	1	0.2%	No
TSSK1B		1	1	0.2%	No
IMMP2L		1	1	0.2%	No
FCAMR		1	1	0.2%	No
SLC4A11		1	1	0.2%	No
CCDC8		1	1	0.2%	No
REG4		1	1	0.2%	No
KREMEN1		1	1	0.2%	No
DTNBP1		1	1	0.2%	No
KIRREL2		1	1	0.2%	No
HDHD2		1	1	0.2%	No
FAM160A2		1	1	0.2%	No
ARMC2		1	1	0.2%	No
ANKRD27		1	1	0.2%	No
ENKD1		1	1	0.2%	No
C4ORF17		2	1	0.2%	No
PRAM1		1	1	0.2%	No
PCGF6		1	1	0.2%	No
ZNF394		1	1	0.2%	No
WDR75		3	1	0.2%	No
ZNRF3		1	1	0.2%	Yes
ABRAXAS1		1	1	0.2%	Yes
KAT8		1	1	0.2%	No
ARID5B		1	1	0.2%	Yes
GTF2IRD2		1	1	0.2%	No
C19ORF44		1	1	0.2%	No
POLR1B		1	1	0.2%	No
ELMOD3		1	1	0.2%	No
ZCCHC7		1	1	0.2%	No
TMEM164		1	1	0.2%	No
FAR1		1	1	0.2%	No
METTL25		1	1	0.2%	No
CIAO2A		1	1	0.2%	No
USP48		1	1	0.2%	No
POMK		1	1	0.2%	No
IQCG		1	1	0.2%	No
LRRC8C		2	1	0.2%	No
TRAF7		1	1	0.2%	Yes
MAF1		1	1	0.2%	No
RHBDD1		1	1	0.2%	No
ZCCHC9		1	1	0.2%	No
ZDHHC18		1	1	0.2%	No
RTL6		1	1	0.2%	No
SLF1		1	1	0.2%	No
GARNL3		2	1	0.2%	No
CAMKK1		1	1	0.2%	No
SYT3		1	1	0.2%	No
POLR3GL		1	1	0.2%	No
CHCHD5		1	1	0.2%	No
YIPF4		2	1	0.2%	No
PRADC1		1	1	0.2%	No
BTBD10		1	1	0.2%	No
C2ORF88		1	1	0.2%	No
TMEM79		1	1	0.2%	No
TMEM175		1	1	0.2%	No
ZDHHC16		1	1	0.2%	No
ING5		1	1	0.2%	No
CAPNS2		1	1	0.2%	No
PRXL2A		2	1	0.2%	No
GINS4		1	1	0.2%	No
LLPH		1	1	0.2%	No
UQCC2		1	1	0.2%	No
TMEM246		2	1	0.2%	No
NUDT22		1	1	0.2%	No
PYM1		1	1	0.2%	No
NUDT16L1		1	1	0.2%	No
METTL26		1	1	0.2%	No
HVCN1		1	1	0.2%	No
DYDC2		1	1	0.2%	No
PCGF5		1	1	0.2%	No
GFM2		1	1	0.2%	No
HPS3		1	1	0.2%	No
ARFGAP2		1	1	0.2%	No
HOOK3		1	1	0.2%	Yes
CYSTM1		1	1	0.2%	No
ZNF528		3	1	0.2%	No
HHIPL1		1	1	0.2%	No
LZTS2		1	1	0.2%	No
ABLIM2		2	1	0.2%	No
ZNF512		1	1	0.2%	No
MAP3K21		1	1	0.2%	No
EFCAB7		2	1	0.2%	No
SLX4		1	1	0.2%	Yes
SPIRE2		2	1	0.2%	No
MCM8		2	1	0.2%	No
C15ORF41		1	1	0.2%	No
ACSS1		1	1	0.2%	No
MCHR2		1	1	0.2%	No
PGBD1		2	1	0.2%	No
TMEM185A		1	1	0.2%	No
MAK16		1	1	0.2%	No
MAP1LC3A		1	1	0.2%	No
MT4		1	1	0.2%	No
GNPTG		2	1	0.2%	No
TUBB6		1	1	0.2%	No
NT5C1A		1	1	0.2%	No
NTNG2		1	1	0.2%	No
TTBK1		1	1	0.2%	No
AFAP1L2		1	1	0.2%	No
GPR174		1	1	0.2%	No
IL1F10		1	1	0.2%	No
MFSD14B		1	1	0.2%	No
PLA2G12B		1	1	0.2%	No
EBPL		1	1	0.2%	No
SPINK7		1	1	0.2%	No
ADGRE3		1	1	0.2%	No
RNASE7		1	1	0.2%	No
CCDC62		1	1	0.2%	No
MYPN		1	1	0.2%	No
ACCS		1	1	0.2%	No
MS4A14		1	1	0.2%	No
FAM71F1		1	1	0.2%	No
GJA10		1	1	0.2%	No
CAPS2		1	1	0.2%	No
BEX2		1	1	0.2%	No
PIGO		3	1	0.2%	No
PSRC1		2	1	0.2%	No
USP30		1	1	0.2%	No
ZNF577		2	1	0.2%	No
ZNF607		1	1	0.2%	No
NAA11		1	1	0.2%	No
KMT5C		1	1	0.2%	No
FAM220A		1	1	0.2%	No
GPAT3		1	1	0.2%	No
BUD13		1	1	0.2%	No
IL17RC		1	1	0.2%	No
FCRLA		1	1	0.2%	No
ZNF496		3	1	0.2%	No
RAX2		1	1	0.2%	No
TRIM52		1	1	0.2%	No
KLHL22		1	1	0.2%	No
CBR4		2	1	0.2%	No
RSPO3		1	1	0.2%	Yes
PARP10		1	1	0.2%	No
MFSD2A		1	1	0.2%	No
RPUSD4		1	1	0.2%	No
AIFM2		1	1	0.2%	No
C1ORF198		1	1	0.2%	No
POMGNT2		1	1	0.2%	No
ARHGEF39		1	1	0.2%	No
FIZ1		1	1	0.2%	No
ZNF566		1	1	0.2%	No
SLC49A4		1	1	0.2%	No
TMEM209		1	1	0.2%	No
FIBCD1		1	1	0.2%	No
MASTL		1	1	0.2%	No
C8ORF76		1	1	0.2%	No
RITA1		1	1	0.2%	No
ZFYVE19		1	1	0.2%	No
ZNRF1		1	1	0.2%	No
PWWP3A		1	1	0.2%	No
CORO6		1	1	0.2%	No
ABHD13		1	1	0.2%	No
LTV1		1	1	0.2%	No
NUDCD1		1	1	0.2%	No
AJUBA		1	1	0.2%	No
IGSF21		1	1	0.2%	No
C1ORF94		2	1	0.2%	No
ATG4D		1	1	0.2%	No
FRMD5		1	1	0.2%	No
UBL7		1	1	0.2%	No
PHYKPL		1	1	0.2%	No
CFAP300		3	1	0.2%	No
KRTAP4-5		1	1	0.2%	No
KRTAP4-3		1	1	0.2%	No
PPIL4		1	1	0.2%	No
LGALS12		1	1	0.2%	No
SHANK3		2	1	0.2%	No
SYDE1		1	1	0.2%	No
TRIM5		1	1	0.2%	No
MYLK2		1	1	0.2%	No
RIMBP3		1	1	0.2%	No
FAM207A		1	1	0.2%	No
EAF1		1	1	0.2%	No
NKD1		1	1	0.2%	No
NKD2		1	1	0.2%	No
SLC45A3		1	1	0.2%	Yes
RHPN2		1	1	0.2%	No
ZIC5		2	1	0.2%	No
CABS1		1	1	0.2%	No
DOCK7		7	1	0.2%	No
KIAA1755		2	1	0.2%	No
UNK		1	1	0.2%	No
SSH2		2	1	0.2%	No
SELENOI		1	1	0.2%	No
GFM1		1	1	0.2%	No
CCDC65		2	1	0.2%	No
GTPBP10		1	1	0.2%	No
ANKRD13A		3	1	0.2%	No
WNT3A		1	1	0.2%	No
GAL3ST3		1	1	0.2%	No
CHRFAM7A		1	1	0.2%	No
KLHL6		1	1	0.2%	Yes
SLC25A21		1	1	0.2%	No
LHX4		1	1	0.2%	No
UBE3B		1	1	0.2%	No
RHOT2		1	1	0.2%	No
UBE3D		1	1	0.2%	No
ZNF30		1	1	0.2%	No
PHLDB2		1	1	0.2%	No
TMEM250		1	1	0.2%	No
TSR2		1	1	0.2%	No
KCNH7		1	1	0.2%	No
SYS1		1	1	0.2%	No
WFDC8		1	1	0.2%	No
UCN2		1	1	0.2%	No
KIAA2013		1	1	0.2%	No
UNC5A		1	1	0.2%	No
TGIF2LX		1	1	0.2%	No
ZNF616		1	1	0.2%	No
ZNF766		2	1	0.2%	No
CCDC97		1	1	0.2%	No
ZNF160		1	1	0.2%	No
FAM110B		1	1	0.2%	No
DCAF15		1	1	0.2%	No
TICRR		1	1	0.2%	No
KNSTRN		1	1	0.2%	Yes
ATP6V1E2		2	1	0.2%	No
BMF		1	1	0.2%	No
ZNF622		1	1	0.2%	No
GADD45GIP1		1	1	0.2%	No
LRRC46		1	1	0.2%	No
MLIP		1	1	0.2%	No
MCU		1	1	0.2%	No
ZNF625		1	1	0.2%	No
ZNF700		2	1	0.2%	No
ZNF439		1	1	0.2%	No
ZNF486		2	1	0.2%	No
TGIF2LY		1	1	0.2%	No
TBL1Y		1	1	0.2%	No
CARMIL3		1	1	0.2%	No
SEC11C		1	1	0.2%	No
PYGO2		1	1	0.2%	No
CCDC189		1	1	0.2%	No
ZNF697		1	1	0.2%	No
ESAM		1	1	0.2%	No
ADCK2		1	1	0.2%	No
KIFC2		1	1	0.2%	No
CERS5		1	1	0.2%	No
DPP9		2	1	0.2%	No
TRIM47		1	1	0.2%	No
L3MBTL4		1	1	0.2%	No
SLC25A46		1	1	0.2%	No
TMEM67		1	1	0.2%	No
SLC39A13		1	1	0.2%	No
C12ORF29		1	1	0.2%	No
TMEM259		1	1	0.2%	No
ZNF502		1	1	0.2%	No
CCDC74B		1	1	0.2%	No
ATP23		1	1	0.2%	No
RNF185		1	1	0.2%	No
ACBD5		1	1	0.2%	No
PCED1B		1	1	0.2%	No
UBXN11		1	1	0.2%	No
CHURC1		1	1	0.2%	No
NEXN		1	1	0.2%	No
ZNF765		3	1	0.2%	No
LONRF1		1	1	0.2%	No
IDI2		1	1	0.2%	No
MFSD4B		3	1	0.2%	No
LIN52		1	1	0.2%	No
NEK9		1	1	0.2%	No
WDR20		1	1	0.2%	No
MARVELD3		1	1	0.2%	No
TTC5		1	1	0.2%	No
ARRDC4		1	1	0.2%	No
CXORF40A		1	1	0.2%	No
SNX29		1	1	0.2%	Yes
ZC3HAV1L		1	1	0.2%	No
TTC30A		1	1	0.2%	No
DSEL		1	1	0.2%	No
MTDH		1	1	0.2%	No
MTSS2		1	1	0.2%	No
CDHR1		1	1	0.2%	No
RCSD1		1	1	0.2%	No
ATP6AP1L		1	1	0.2%	No
GLYATL1		1	1	0.2%	No
TMEM132C		1	1	0.2%	No
MEX3A		1	1	0.2%	No
METTL18		1	1	0.2%	No
GORAB		1	1	0.2%	No
CRB3		2	1	0.2%	No
SPSB4		1	1	0.2%	No
CHMP4C		1	1	0.2%	No
LDHAL6B		1	1	0.2%	No
ATXN3L		1	1	0.2%	No
FANK1		1	1	0.2%	No
G6PC3		1	1	0.2%	No
DTD1		1	1	0.2%	No
TMEM183A		1	1	0.2%	No
DPH7		2	1	0.2%	No
DNER		1	1	0.2%	No
DRC1		1	1	0.2%	No
HELB		2	1	0.2%	No
CENPBD1		1	1	0.2%	No
HNRNPLL		1	1	0.2%	No
UBE2Q2		1	1	0.2%	No
MARS2		1	1	0.2%	No
B3GNT7		1	1	0.2%	No
TMEM44		1	1	0.2%	No
ZNF561		1	1	0.2%	No
MVB12A		1	1	0.2%	No
MMGT1		1	1	0.2%	No
MYL10		1	1	0.2%	No
SDR42E1		1	1	0.2%	No
TRMT10A		1	1	0.2%	No
FBXO44		1	1	0.2%	No
TADA2B		1	1	0.2%	No
TJAP1		1	1	0.2%	No
ACTR8		1	1	0.2%	No
CLEC6A		1	1	0.2%	No
CPA5		1	1	0.2%	No
TTYH2		2	1	0.2%	No
ZNF101		1	1	0.2%	No
SYAP1		1	1	0.2%	No
SFXN1		1	1	0.2%	No
PAXBP1		1	1	0.2%	No
TMEM203		1	1	0.2%	No
SYTL3		1	1	0.2%	No
SYTL5		1	1	0.2%	No
ARHGAP12		1	1	0.2%	No
EPSTI1		1	1	0.2%	No
CEP41		1	1	0.2%	No
MYL12B		1	1	0.2%	No
SNX18		1	1	0.2%	No
RWDD2A		1	1	0.2%	No
CMTM7		1	1	0.2%	No
IFT43		1	1	0.2%	No
FDX2		1	1	0.2%	No
TP53RK		1	1	0.2%	No
SGF29		1	1	0.2%	No
PHF21B		1	1	0.2%	No
GLB1L3		1	1	0.2%	No
NACC1		1	1	0.2%	No
CFAP36		1	1	0.2%	No
KTI12		1	1	0.2%	No
PLCD3		1	1	0.2%	No
SAAL1		1	1	0.2%	No
SCAMP4		1	1	0.2%	No
CASC4		1	1	0.2%	No
KIF12		1	1	0.2%	No
TMEM54		1	1	0.2%	No
CMTM1		1	1	0.2%	No
CYP2U1		1	1	0.2%	No
ADPRHL1		2	1	0.2%	No
ZBED6CL		1	1	0.2%	No
FAM83F		1	1	0.2%	No
TOE1		1	1	0.2%	No
TRIM9		1	1	0.2%	No
SLC22A9		1	1	0.2%	No
LRRC37B		1	1	0.2%	No
LMTK3		1	1	0.2%	No
SLC25A25		1	1	0.2%	No
FMNL2		1	1	0.2%	No
ESCO1		1	1	0.2%	No
CCDC85A		3	1	0.2%	No
TMEM200A		1	1	0.2%	No
GALNT13		1	1	0.2%	No
LENG8		2	1	0.2%	No
PWWP2A		1	1	0.2%	No
SLAMF6		2	1	0.2%	No
OSBPL7		1	1	0.2%	No
OSBPL8		1	1	0.2%	No
TMEM123		1	1	0.2%	No
CGAS		1	1	0.2%	No
ZNF554		1	1	0.2%	No
ATG4A		1	1	0.2%	No
OMA1		1	1	0.2%	No
FCRL1		1	1	0.2%	No
FCRL3		1	1	0.2%	No
GBP4		1	1	0.2%	No
LRRC56		1	1	0.2%	No
TENT5B		1	1	0.2%	No
KIR3DL3		1	1	0.2%	No
NOSTRIN		1	1	0.2%	No
ARHGAP33		1	1	0.2%	No
EVI5L		1	1	0.2%	No
DIS3L		1	1	0.2%	No
FANCD2OS		1	1	0.2%	No
